Link,Name,Teams,Prize,Type,Location,Start Date,End Date
https://www.hltv.org/events/6309/esea-autumn-2021-cash-cup-6-north-america,ESEA Autumn 2021 Cash Cup 6 North America,8+,6000,8+,Dec 5,05.12.2021,05.12.2021
https://www.hltv.org/events/6289/keres-national-league-2021,Keres National League 2021,2+,1689,2+,Dec 5,05.12.2021,05.12.2021
https://www.hltv.org/events/6304/power-ligaen-season-18-finals,POWER Ligaen Season 18 Finals,6,12197,6,Dec 4th - Dec 5,04.12.2021,05.12.2021
https://www.hltv.org/events/6259/exeedme-revolution-2021,Exeedme Revolution 2021,16,42500,16,Dec 2nd - Dec 5,02.12.2021,05.12.2021
https://www.hltv.org/events/5814/funspark-ulti-2021-europe-regional-series-4,Funspark ULTI 2021 Europe Regional Series 4,16,30000,16,Nov 22nd - Dec 5,22.11.2021,05.12.2021
https://www.hltv.org/events/6308/zuel-championship-2021,ZUEL Championship 2021,2+,850,2+,Dec 4,04.12.2021,04.12.2021
https://www.hltv.org/events/6307/inferno-online-open-2021-finals,Inferno Online Open 2021 Finals,4,3323,4,Dec 4,04.12.2021,04.12.2021
https://www.hltv.org/events/6303/polish-esport-league-autumn-2021-pro-division-finals,Polish Esport League Autumn 2021 Pro Division Finals,2,1700,2,Dec 4,04.12.2021,04.12.2021
https://www.hltv.org/events/6281/iq-option-latin-america-cup-2021-finals,IQ Option Latin America Cup 2021 Finals,2,15000,2,Dec 4,04.12.2021,04.12.2021
https://www.hltv.org/events/6283/polish-esport-league-autumn-2021-finals,Polish Esport League Autumn 2021 Finals,4,24287,4,Dec 2nd - Dec 4,02.12.2021,04.12.2021
https://www.hltv.org/events/6301/esl-challenger-anaheim-2022-oceania-open-qualifier-2,ESL Challenger Anaheim 2022 Oceania Open Qualifier 2,4+,1 spot in Closed Qualifier,4+,Dec 1st - Dec 2,01.12.2021,02.12.2021
https://www.hltv.org/events/6298/esl-challenger-anaheim-2022-south-america-open-qualifier-2,ESL Challenger Anaheim 2022 South America Open Qualifier 2,8+,1 spot in Closed Qualifier,8+,Dec 1st - Dec 2,01.12.2021,02.12.2021
https://www.hltv.org/events/6295/esl-challenger-anaheim-2022-north-america-open-qualifier-2,ESL Challenger Anaheim 2022 North America Open Qualifier 2,8+,1 spot in Closed Qualifier,8+,Dec 1st - Dec 2,01.12.2021,02.12.2021
https://www.hltv.org/events/6292/esl-challenger-anaheim-2022-europe-open-qualifier-2,ESL Challenger Anaheim 2022 Europe Open Qualifier 2,16+,2 spots in Closed Qualifier,16+,Dec 1st - Dec 2,01.12.2021,02.12.2021
https://www.hltv.org/events/6276/iq-option-latin-america-cup-2021,IQ Option Latin America Cup 2021,4+,2000,4+,Nov 25th - Dec 2,25.11.2021,02.12.2021
https://www.hltv.org/events/6255/pinnacle-fall-series-3,Pinnacle Fall Series 3,20,68000,20,Nov 22nd - Dec 1,22.11.2021,01.12.2021
https://www.hltv.org/events/6302/aorus-league-2021-season-4-regional-finals,Aorus League 2021 Season 4 Regional Finals,2,5000,2,Nov 30,30.11.2021,30.11.2021
https://www.hltv.org/events/6297/esl-challenger-anaheim-2022-south-america-open-qualifier-1,ESL Challenger Anaheim 2022 South America Open Qualifier 1,8+,1 spot in Closed Qualifier,8+,Nov 30,30.11.2021,30.11.2021
https://www.hltv.org/events/6294/esl-challenger-anaheim-2022-north-america-open-qualifier-1,ESL Challenger Anaheim 2022 North America Open Qualifier 1,8+,1 spot in Closed Qualifier,8+,Nov 30,30.11.2021,30.11.2021
https://www.hltv.org/events/6300/esl-challenger-anaheim-2022-oceania-open-qualifier-1,ESL Challenger Anaheim 2022 Oceania Open Qualifier 1,4+,1 spot in Closed Qualifier,4+,Nov 29th - Nov 30,29.11.2021,30.11.2021
https://www.hltv.org/events/6291/esl-challenger-anaheim-2022-europe-open-qualifier-1,ESL Challenger Anaheim 2022 Europe Open Qualifier 1,16+,2 spots in Closed Qualifier,16+,Nov 29th - Nov 30,29.11.2021,30.11.2021
https://www.hltv.org/events/6275/liga-gamers-club-2021-serie-a-november-cup,Liga Gamers Club 2021 Serie A November Cup,4+,1550,4+,Nov 26th - Nov 30,26.11.2021,30.11.2021
https://www.hltv.org/events/6263/jbl-quantum-cup-2021-qualifier,JBL Quantum Cup 2021 Qualifier,3+,2 spots in JBL Quantum Cup,3+,Nov 28,28.11.2021,28.11.2021
https://www.hltv.org/events/6288/fragadelphia-16-brentwood,Fragadelphia 16 Brentwood,4+,1500,4+,Nov 27th - Nov 28,27.11.2021,28.11.2021
https://www.hltv.org/events/6278/vodafone-czech-championship-2021,Vodafone Czech Championship 2021,4+,18500,4+,Nov 27th - Nov 28,27.11.2021,28.11.2021
https://www.hltv.org/events/6277/omen-wgr-retake-season-3,OMEN WGR Retake Season 3,4+,14179,4+,Nov 27th - Nov 28,27.11.2021,28.11.2021
https://www.hltv.org/events/6271/keydrop-cup-1,KeyDrop Cup 1,8,44500,8,Nov 27th - Nov 28,27.11.2021,28.11.2021
https://www.hltv.org/events/6280/legion-upea-ukrainian-championship-2021-finals,LEGION UPEA Ukrainian Championship 2021 Finals,4,13700,4,Nov 26th - Nov 28,26.11.2021,28.11.2021
https://www.hltv.org/events/5607/blast-premier-fall-final-2021,BLAST Premier Fall Final 2021,8,425000,8,Nov 24th - Nov 28,24.11.2021,28.11.2021
https://www.hltv.org/events/6135/esl-pro-league-season-15-conference,ESL Pro League Season 15 Conference,16,27000,16,Nov 23rd - Nov 28,23.11.2021,28.11.2021
https://www.hltv.org/events/6287/global-esports-tour-dubai-2022-mena-closed-qualifier,Global Esports Tour Dubai 2022 MENA Closed Qualifier,2+,12000,2+,Nov 27,27.11.2021,27.11.2021
https://www.hltv.org/events/6282/polish-esport-league-autumn-2021-play-in,Polish Esport League Autumn 2021 Play-In,4,2 spots at LAN Finals,4,Nov 26,26.11.2021,26.11.2021
https://www.hltv.org/events/6270/mustache-masters-season-3,Mustache Masters Season 3,4+,Charity,4+,Nov 21,21.11.2021,21.11.2021
https://www.hltv.org/events/6268/esea-autumn-2021-cash-cup-5-europe,ESEA Autumn 2021 Cash Cup 5 Europe,4,4000,4,Nov 21,21.11.2021,21.11.2021
https://www.hltv.org/events/6267/steelseries-frag-season-7,SteelSeries FRAG Season 7,2+,1500,2+,Nov 21,21.11.2021,21.11.2021
https://www.hltv.org/events/6266/a1-adria-league-season-8,A1 Adria League Season 8,4+,5674,4+,Nov 21,21.11.2021,21.11.2021
https://www.hltv.org/events/5838/red-bull-flick-2vs2-helsinki-invitational-2021,Red Bull Flick 2vs2 Helsinki Invitational 2021,8+,56424,8+,Nov 21,21.11.2021,21.11.2021
https://www.hltv.org/events/6234/united-pro-series-2021-finals,UNITED Pro Series 2021 Finals,6,31983,6,Nov 19th - Nov 21,19.11.2021,21.11.2021
https://www.hltv.org/events/6018/v4-future-sports-festival-2021,V4 Future Sports Festival 2021,8,326360,8,Nov 17th - Nov 21,17.11.2021,21.11.2021
https://www.hltv.org/events/6017/flow-fireleague-2021-finals,Flow FiReLEAGUE 2021 Finals,12,83000,12,Nov 15th - Nov 21,15.11.2021,21.11.2021
https://www.hltv.org/events/6265/telia-league-fall-2021-finals,Telia League Fall 2021 Finals,4,19548,4,Nov 20,20.11.2021,20.11.2021
https://www.hltv.org/events/6154/uesf-parimatch-championship-of-ukraine-2021-finals,UESF Parimatch Championship of Ukraine 2021 Finals,2,11232,2,Nov 20,20.11.2021,20.11.2021
https://www.hltv.org/events/6064/republeague-tipos-season-2,REPUBLEAGUE TIPOS Season 2,26,120000,26,Sep 20th - Nov 20,20.09.2021,20.11.2021
https://www.hltv.org/events/6254/pinnacle-fall-series-3-regionals,Pinnacle Fall Series 3 Regionals,16,16000,16,Nov 15th - Nov 19,15.11.2021,19.11.2021
https://www.hltv.org/events/6246/funspark-ulti-2021-europe-regional-series-4-closed-qualifier,Funspark ULTI 2021 Europe Regional Series 4 Closed Qualifier,16,4 spots in Funspark EU S4,16,Nov 9th - Nov 19,09.11.2021,19.11.2021
https://www.hltv.org/events/6260/exeedme-revolution-2021-closed-qualifier,Exeedme Revolution 2021 Closed Qualifier,16,8 spots in Exeedme Revolution '21,16,Nov 17th - Nov 18,17.11.2021,18.11.2021
https://www.hltv.org/events/6237/sigma-esports-technologies-cup-2021,SiGMA Esports Technologies Cup 2021,8,15000,8,Nov 16th - Nov 18,16.11.2021,18.11.2021
https://www.hltv.org/events/6066/iesf-world-championship-2021,IESF World Championship 2021,11,20000,11,Nov 16th - Nov 18,16.11.2021,18.11.2021
https://www.hltv.org/events/6193/william-hill-cup-2021,William Hill Cup 2021,12,50000,12,Oct 22nd - Nov 18,22.10.2021,18.11.2021
https://www.hltv.org/events/6233/united-pro-series-2021,UNITED Pro Series 2021,8,2900,8,Nov 15th - Nov 17,15.11.2021,17.11.2021
https://www.hltv.org/events/6248/v4-future-sports-festival-2021-play-in,V4 Future Sports Festival 2021 Play-In,8,17368,8,Nov 14th - Nov 16,14.11.2021,16.11.2021
https://www.hltv.org/events/6239/cbcs-masters-2021,CBCS Masters 2021,8,8000,8,Nov 11th - Nov 15,11.11.2021,15.11.2021
https://www.hltv.org/events/6262/esea-autumn-2021-cash-cup-5-north-america,ESEA Autumn 2021 Cash Cup 5 North America,8+,15000,8+,Nov 13th - Nov 14,13.11.2021,14.11.2021
https://www.hltv.org/events/6258/fragadelphia-16-the-block,Fragadelphia 16 The Block,8+,10000,8+,Nov 13th - Nov 14,13.11.2021,14.11.2021
https://www.hltv.org/events/6232/master-league-portugal-viii-finals,Master League Portugal VIII Finals,4,13286,4,Nov 13th - Nov 14,13.11.2021,14.11.2021
https://www.hltv.org/events/6151/weplay-academy-league-season-2-finals,WePlay Academy League Season 2 Finals,4,88000,4,Nov 12th - Nov 14,12.11.2021,14.11.2021
https://www.hltv.org/events/6240/ibuypower-mythic-masters-winter-2021,iBUYPOWER Mythic Masters Winter 2021,8,50000,8,Nov 11th - Nov 14,11.11.2021,14.11.2021
https://www.hltv.org/events/5744/dreamhack-open-november-2021,DreamHack Open November 2021,8,100000,8,Nov 10th - Nov 14,10.11.2021,14.11.2021
https://www.hltv.org/events/6261/road-to-astralis-nexus-1,Road to Astralis Nexus 1,2+,2308,2+,Nov 13,13.11.2021,13.11.2021
https://www.hltv.org/events/6253/elisa-invitational-winter-2021-sweden-closed-qualifier,Elisa Invitational Winter 2021 Sweden Closed Qualifier,4+,2 spots in Regionals,4+,Nov 13,13.11.2021,13.11.2021
https://www.hltv.org/events/6252/elisa-invitational-winter-2021-norway-closed-qualifier,Elisa Invitational Winter 2021 Norway Closed Qualifier,2+,1 spot in Regionals,2+,Nov 13,13.11.2021,13.11.2021
https://www.hltv.org/events/6250/elisa-invitational-winter-2021-finland-closed-qualifier,Elisa Invitational Winter 2021 Finland Closed Qualifier,4+,2 spots in Regionals,4+,Nov 13,13.11.2021,13.11.2021
https://www.hltv.org/events/6222/esl-meisterschaft-autumn-2021,ESL Meisterschaft Autumn 2021,6+,35515,6+,Oct 29th - Nov 13,29.10.2021,13.11.2021
https://www.hltv.org/events/6205/esl-masters-spain-season-10-finals,ESL Masters Spain Season 10 Finals,2,9000,2,Nov 12,12.11.2021,12.11.2021
https://www.hltv.org/events/6251/aorus-league-2021-season-4-southern-cone,Aorus League 2021 Season 4 Southern Cone,4+,1 spot in Regional Finals,4+,Nov 11th - Nov 12,11.11.2021,12.11.2021
https://www.hltv.org/events/6244/esl-pro-league-season-15-conference-swiss-benelux-play-in,ESL Pro League Season 15 Conference Swiss Benelux Play-In,2,1 spot in EPL S15 Conference,2,Nov 10,10.11.2021,10.11.2021
https://www.hltv.org/events/6247/ibuypower-mythic-masters-winter-2021-open-qualifier,iBUYPOWER Mythic Masters Winter 2021 Open Qualifier,8+,1 spot in iBP Mythic Masters Winter '21,8+,Nov 8th - Nov 9,08.11.2021,09.11.2021
https://www.hltv.org/events/6225/esl-polish-championship-autumn-2021-finals,ESL Polish Championship Autumn 2021 Finals,4,25120,4,Nov 8th - Nov 9,08.11.2021,09.11.2021
https://www.hltv.org/events/6177/pinnacle-fall-series-2,Pinnacle Fall Series 2,20,68000,20,Oct 11th - Nov 9,11.10.2021,09.11.2021
https://www.hltv.org/events/6236/sigma-esports-technologies-cup-2021-closed-qualifier,SiGMA Esports Technologies Cup 2021 Closed Qualifier,8,2 spots at SiGMA Cup '21,8,Nov 3rd - Nov 8,03.11.2021,08.11.2021
https://www.hltv.org/events/6218/flow-fireleague-2021-iberia,Flow FiReLEAGUE 2021 Iberia,8,1 spot at FiReLEAGUE '21 Finals,8,Oct 25th - Nov 8,25.10.2021,08.11.2021
https://www.hltv.org/events/6245/redragon-latam-series-2021-super-cup,Redragon Latam Series 2021 Super Cup,2,3000,2,Nov 7,07.11.2021,07.11.2021
https://www.hltv.org/events/6242/esea-autumn-2021-cash-cup-4-europe,ESEA Autumn 2021 Cash Cup 4 Europe,4,4000,4,Nov 7,07.11.2021,07.11.2021
https://www.hltv.org/events/6243/esea-autumn-2021-cash-cup-4-north-america,ESEA Autumn 2021 Cash Cup 4 North America,18+,15000,18+,Nov 6th - Nov 7,06.11.2021,07.11.2021
https://www.hltv.org/events/4866/pgl-major-stockholm-2021,PGL Major Stockholm 2021,16,2000000,16,Oct 30th - Nov 7,30.10.2021,07.11.2021
https://www.hltv.org/events/6144/lpl-pro-league-season-9,LPL Pro League Season 9,12,7360,12,Sep 21st - Nov 7,21.09.2021,07.11.2021
https://www.hltv.org/events/6241/digitec-playground-volume-5,digitec Playground Volume 5,4,Other,4,Nov 6,06.11.2021,06.11.2021
https://www.hltv.org/events/6156/la-liga-pro-2021-clausura-south,La Liga Pro 2021 Clausura South,16,10000,16,Sep 24th - Nov 6,24.09.2021,06.11.2021
https://www.hltv.org/events/6238/redragon-latam-series-2021-season-2-southern-cone,Redragon Latam Series 2021 Season 2 Southern Cone,4+,2000,4+,Nov 3rd - Nov 5,03.11.2021,05.11.2021
https://www.hltv.org/events/6235/aorus-league-2021-season-4-brazil,Aorus League 2021 Season 4 Brazil,8,1 spot in Regional Finals,8,Nov 1st - Nov 5,01.11.2021,05.11.2021
https://www.hltv.org/events/6195/esea-premier-season-38-north-america-relegation,ESEA Premier Season 38 North America Relegation,8,Spots in ESEA Circuit,8,Oct 15th - Nov 5,15.10.2021,05.11.2021
https://www.hltv.org/events/6230/fragadelphia-16-north-brunswick,Fragadelphia 16 North Brunswick,4+,2250,4+,Oct 31,31.10.2021,31.10.2021
https://www.hltv.org/events/6229/hamishegi-fall-2021,Hamishegi Fall 2021,2+,7500,2+,Oct 31,31.10.2021,31.10.2021
https://www.hltv.org/events/6228/epic34,epic34,2+,2669,2+,Oct 31,31.10.2021,31.10.2021
https://www.hltv.org/events/6224/esl-polish-championship-autumn-2021-play-in,ESL Polish Championship Autumn 2021 Play-In,6+,2 spots at LAN Finals,6+,Oct 29th - Oct 31,29.10.2021,31.10.2021
https://www.hltv.org/events/6221/cee-champions-2021,CEE Champions 2021,8+,20000,8+,Oct 28th - Oct 31,28.10.2021,31.10.2021
https://www.hltv.org/events/6227/ace-x-stockholm-open-2021,Ace X Stockholm Open 2021,4,5779,4,Oct 30,30.10.2021,30.10.2021
https://www.hltv.org/events/6209/esl-proximus-benelux-winter-championship-2021-finals,ESL Proximus Benelux Winter Championship 2021 Finals,4,11700,4,Oct 30,30.10.2021,30.10.2021
https://www.hltv.org/events/6207/pgl-major-stockholm-2021-challengers-stage,PGL Major Stockholm 2021 Challengers Stage,16,8 spots in Legends Stage,16,Oct 26th - Oct 29,26.10.2021,29.10.2021
https://www.hltv.org/events/6223/movistar-riders-bootcamp-2021,Movistar Riders Bootcamp 2021,-,Other,-,Oct 25,25.10.2021,25.10.2021
https://www.hltv.org/events/6217/esea-autumn-2021-cash-cup-3-europe,ESEA Autumn 2021 Cash Cup 3 Europe,4,4000,4,Oct 24,24.10.2021,24.10.2021
https://www.hltv.org/events/6216/esea-autumn-2021-cash-cup-3-north-america,ESEA Autumn 2021 Cash Cup 3 North America,10+,15000,10+,Oct 23rd - Oct 24,23.10.2021,24.10.2021
https://www.hltv.org/events/6211/esl-turkey-championship-summer-2021,ESL Turkey Championship Summer 2021,4+,10000,4+,Oct 22nd - Oct 24,22.10.2021,24.10.2021
https://www.hltv.org/events/6208/esl-national-championship-france-autumn-2021,ESL National Championship France Autumn 2021,4+,11700,4+,Oct 22nd - Oct 24,22.10.2021,24.10.2021
https://www.hltv.org/events/6212/liga-gamers-club-2021-serie-a-october-cup,Liga Gamers Club 2021 Serie A October Cup,6,1650,6,Oct 19th - Oct 24,19.10.2021,24.10.2021
https://www.hltv.org/events/6200/superbet-open-2021,Superbet Open 2021,4+,9230,4+,Oct 17th - Oct 24,17.10.2021,24.10.2021
https://www.hltv.org/events/6040/esl-australia-nz-championship-season-13,ESL Australia & NZ Championship Season 13,16,14800,16,Aug 16th - Oct 24,16.08.2021,24.10.2021
https://www.hltv.org/events/6213/kayzr-league-fall-2021,Kayzr League Fall 2021,2+,3770,2+,Oct 23,23.10.2021,23.10.2021
https://www.hltv.org/events/6210/sazka-eleague-fall-2021-finals,Sazka eLEAGUE Fall 2021 Finals,4,32143,4,Oct 22nd - Oct 23,22.10.2021,23.10.2021
https://www.hltv.org/events/6214/liga-talents-2021,Liga Talents 2021,4+,1500,4+,Oct 21st - Oct 23,21.10.2021,23.10.2021
https://www.hltv.org/events/6215/esportal-truecaller-tournament-2021,Esportal Truecaller Tournament 2021,4,2907,4,Oct 22,22.10.2021,22.10.2021
https://www.hltv.org/events/6179/dreamhack-open-november-2021-closed-qualifier,DreamHack Open November 2021 Closed Qualifier,8,3 spots in DH Nov '21,8,Oct 20th - Oct 21,20.10.2021,21.10.2021
https://www.hltv.org/events/6204/esl-masters-spain-season-10,ESL Masters Spain Season 10,4+,3000,4+,Oct 19th - Oct 21,19.10.2021,21.10.2021
https://www.hltv.org/events/6189/malta-vibes-knockout-series-3,Malta Vibes Knockout Series 3,40,50000,40,Oct 11th - Oct 21,11.10.2021,21.10.2021
https://www.hltv.org/events/6124/v4-future-sports-festival-2021-international-cup,V4 Future Sports Festival 2021 International Cup,8,29565,8,Sep 15th - Oct 21,15.09.2021,21.10.2021
https://www.hltv.org/events/6191/battle-of-betway-2021,Battle of Betway 2021,5,Showmatch,5,Oct 20,20.10.2021,20.10.2021
https://www.hltv.org/events/6166/iem-winter-2021-europe-closed-qualifier,IEM Winter 2021 Europe Closed Qualifier,8,3 spots at IEM Winter '21,8,Oct 18th - Oct 19,18.10.2021,19.10.2021
https://www.hltv.org/events/6231/fragadelphia-16-bakersfield,Fragadelphia 16 Bakersfield,4+,1500,4+,Oct 17,17.10.2021,17.10.2021
https://www.hltv.org/events/6203/esea-autumn-2021-cash-cup-south-africa,ESEA Autumn 2021 Cash Cup South Africa,4,1000,4,Oct 17,17.10.2021,17.10.2021
https://www.hltv.org/events/6202/esea-autumn-2021-cash-cup-2-europe,ESEA Autumn 2021 Cash Cup 2 Europe,4,4000,4,Oct 17,17.10.2021,17.10.2021
https://www.hltv.org/events/6201/esea-autumn-2021-cash-cup-2-north-america,ESEA Autumn 2021 Cash Cup 2 North America,6+,15000,6+,Oct 16th - Oct 17,16.10.2021,17.10.2021
https://www.hltv.org/events/6199/npf-2021,NPF 2021,4+,7795,4+,Oct 16th - Oct 17,16.10.2021,17.10.2021
https://www.hltv.org/events/6198/spelet-academy-2021,Spelet Academy 2021,4,3500,4,Oct 16th - Oct 17,16.10.2021,17.10.2021
https://www.hltv.org/events/6196/esea-premier-season-38-australia-relegation,ESEA Premier Season 38 Australia Relegation,6+,4 spots in Premier S39,6+,Oct 16th - Oct 17,16.10.2021,17.10.2021
https://www.hltv.org/events/6172/esea-premier-season-38-europe-relegation,ESEA Premier Season 38 Europe Relegation,8,Spots in ESEA Circuit,8,Oct 15th - Oct 17,15.10.2021,17.10.2021
https://www.hltv.org/events/5606/blast-premier-fall-showdown-2021,BLAST Premier Fall Showdown 2021,16,162500,16,Oct 12th - Oct 17,12.10.2021,17.10.2021
https://www.hltv.org/events/6011/esea-premier-season-38-north-america,ESEA Premier Season 38 North America,16,50000,16,Aug 17th - Oct 17,17.08.2021,17.10.2021
https://www.hltv.org/events/6005/esea-premier-season-38-australia,ESEA Premier Season 38 Australia,16,7000,16,Aug 17th - Oct 17,17.08.2021,17.10.2021
https://www.hltv.org/events/6004/esea-premier-season-38-europe,ESEA Premier Season 38 Europe,16,50000,16,Aug 17th - Oct 17,17.08.2021,17.10.2021
https://www.hltv.org/events/6165/iem-winter-2021-europe-open-qualifier-2,IEM Winter 2021 Europe Open Qualifier 2,16+,2 spots in Closed Qualifier,16+,Oct 15th - Oct 16,15.10.2021,16.10.2021
https://www.hltv.org/events/5998/elisa-invitational-fall-2021,Elisa Invitational Fall 2021,20,100000,20,Sep 13th - Oct 15,13.09.2021,15.10.2021
https://www.hltv.org/events/6182/funspark-ulti-2021-asia-regional-series-3,Funspark ULTI 2021 Asia Regional Series 3,8+,15000,8+,Oct 11th - Oct 14,11.10.2021,14.10.2021
https://www.hltv.org/events/6197/mibr-bootcamp-2021,MIBR Bootcamp 2021,-,Other,-,Oct 13,13.10.2021,13.10.2021
https://www.hltv.org/events/6190/esea-intermediate-season-38-south-africa,ESEA Intermediate Season 38 South Africa,2+,3000,2+,Oct 11,11.10.2021,11.10.2021
https://www.hltv.org/events/6192/william-hill-cup-2021-closed-qualifier,William Hill Cup 2021 Closed Qualifier,8,2 spots in William Hill Cup '21,8,Oct 8th - Oct 11,08.10.2021,11.10.2021
https://www.hltv.org/events/6157/esea-advanced-season-38-north-america,ESEA Advanced Season 38 North America,12+,20000,12+,Sep 26th - Oct 11,26.09.2021,11.10.2021
https://www.hltv.org/events/6170/elite-series-2021-finals,Elite Series 2021 Finals,2,3522,2,Oct 10,10.10.2021,10.10.2021
https://www.hltv.org/events/6194/slovak-national-championship-2021,Slovak National Championship 2021,4+,9825,4+,Oct 9th - Oct 10,09.10.2021,10.10.2021
https://www.hltv.org/events/6164/iem-winter-2021-europe-open-qualifier-1,IEM Winter 2021 Europe Open Qualifier 1,16+,2 spots in Closed Qualifier,16+,Oct 9th - Oct 10,09.10.2021,10.10.2021
https://www.hltv.org/events/6050/gjirafa50-masters-league-season-2-finals,Gjirafa50 Masters League Season 2 Finals,4,70972,4,Oct 9th - Oct 10,09.10.2021,10.10.2021
https://www.hltv.org/events/6071/iem-fall-2021-asia,IEM Fall 2021 Asia,4,10000,4,Oct 5th - Oct 10,05.10.2021,10.10.2021
https://www.hltv.org/events/6069/iem-fall-2021-north-america,IEM Fall 2021 North America,12,70000,12,Oct 5th - Oct 10,05.10.2021,10.10.2021
https://www.hltv.org/events/6174/esl-premiership-autumn-2021,ESL Premiership Autumn 2021,6+,17139,6+,Oct 4th - Oct 10,04.10.2021,10.10.2021
https://www.hltv.org/events/5729/iem-fall-2021-europe,IEM Fall 2021 Europe,24,105000,24,Sep 29th - Oct 10,29.09.2021,10.10.2021
https://www.hltv.org/events/6152/esea-advanced-season-38-europe,ESEA Advanced Season 38 Europe,24+,20000,24+,Sep 21st - Oct 10,21.09.2021,10.10.2021
https://www.hltv.org/events/6176/pinnacle-fall-series-2-regionals,Pinnacle Fall Series 2 Regionals,16,16000,16,Oct 4th - Oct 9,04.10.2021,09.10.2021
https://www.hltv.org/events/6150/weplay-academy-league-season-2,WePlay Academy League Season 2,8,12000,8,Sep 28th - Oct 9,28.09.2021,09.10.2021
https://www.hltv.org/events/6187/polish-national-esports-cup-2021,Polish National Esports Cup 2021,4,10163,4,Oct 8,08.10.2021,08.10.2021
https://www.hltv.org/events/6188/kuvo-onetap-2021,Kuvo OneTap 2021,4+,3549,4+,Oct 7th - Oct 8,07.10.2021,08.10.2021
https://www.hltv.org/events/6186/esea-open-season-38-asia-pacific,ESEA Open Season 38 Asia-Pacific,2+,4000,2+,Oct 7,07.10.2021,07.10.2021
https://www.hltv.org/events/6184/esea-open-season-38-australia,ESEA Open Season 38 Australia,2+,1500,2+,Oct 7,07.10.2021,07.10.2021
https://www.hltv.org/events/6178/dreamhack-open-november-2021-open-qualifier,DreamHack Open November 2021 Open Qualifier,16+,2 spots in Closed Qualifier,16+,Oct 5th - Oct 6,05.10.2021,06.10.2021
https://www.hltv.org/events/6168/iem-winter-2021-north-america-closed-qualifier,IEM Winter 2021 North America Closed Qualifier,4,1 spot at IEM Winter '21,4,Oct 3rd - Oct 4,03.10.2021,04.10.2021
https://www.hltv.org/events/6158/iem-winter-2021-asia-closed-qualifier,IEM Winter 2021 Asia Closed Qualifier,4,1 spot at IEM Winter '21,4,Oct 3rd - Oct 4,03.10.2021,04.10.2021
https://www.hltv.org/events/6183/numberone-season-2-cup-3,NumberOne Season 2 Cup 3,2+,4874,2+,Oct 3,03.10.2021,03.10.2021
https://www.hltv.org/events/6181/finnish-esports-league-season-9,Finnish Esports League Season 9,4+,13457,4+,Oct 2nd - Oct 3,02.10.2021,03.10.2021
https://www.hltv.org/events/6175/steelseries-prime-cup-2021,SteelSeries Prime Cup 2021,8+,10000,8+,Oct 1st - Oct 3,01.10.2021,03.10.2021
https://www.hltv.org/events/6073/iem-fall-2021-oceania,IEM Fall 2021 Oceania,4,10000,4,Sep 29th - Oct 3,29.09.2021,03.10.2021
https://www.hltv.org/events/6072/iem-fall-2021-south-america,IEM Fall 2021 South America,4,10000,4,Sep 29th - Oct 3,29.09.2021,03.10.2021
https://www.hltv.org/events/6070/iem-fall-2021-cis,IEM Fall 2021 CIS,12,50000,12,Sep 29th - Oct 3,29.09.2021,03.10.2021
https://www.hltv.org/events/6131/swisscom-hero-league-season-6-finals,Swisscom Hero League Season 6 Finals,2,8706,2,Oct 2,02.10.2021,02.10.2021
https://www.hltv.org/events/6173/flow-fireleague-2021-north-america,Flow FiReLEAGUE 2021 North America,8,1 spot at FiReLEAGUE Finals,8,Sep 30th - Oct 2,30.09.2021,02.10.2021
https://www.hltv.org/events/6180/esportal-anker-cup-2021,Esportal Anker Cup 2021,2+,3500,2+,Oct 1,01.10.2021,01.10.2021
https://www.hltv.org/events/6167/iem-winter-2021-north-america-open-qualifier,IEM Winter 2021 North America Open Qualifier,8+,2 spots in Closed Qualifier,8+,Oct 1,01.10.2021,01.10.2021
https://www.hltv.org/events/6159/iem-winter-2021-asia-open-qualifier,IEM Winter 2021 Asia Open Qualifier,4+,2 Spots in Closed Qualifier,4+,Oct 1,01.10.2021,01.10.2021
https://www.hltv.org/events/6169/elite-series-2021-finals-play-in,Elite Series 2021 Finals Play-in,2,1 spot at LAN Finals,2,Sep 30,30.09.2021,30.09.2021
https://www.hltv.org/events/6171/00nation-bootcamp-2021,00Nation Bootcamp 2021,-,Other,-,Sep 28,28.09.2021,28.09.2021
https://www.hltv.org/events/6155/liga-gamers-club-2021-serie-a-september-cup,Liga Gamers Club 2021 Serie A September Cup,6+,1650,6+,Sep 23rd - Sep 28,23.09.2021,28.09.2021
https://www.hltv.org/events/6163/whitebit-cup-2021,WhiteBIT Cup 2021,4,3000,4,Sep 27,27.09.2021,27.09.2021
https://www.hltv.org/events/6162/esea-autumn-2021-cash-cup-1-europe,ESEA Autumn 2021 Cash Cup 1 Europe,4,4000,4,Sep 26,26.09.2021,26.09.2021
https://www.hltv.org/events/6161/esea-autumn-2021-cash-cup-1-north-america,ESEA Autumn 2021 Cash Cup 1 North America,8+,15000,8+,Sep 25th - Sep 26,25.09.2021,26.09.2021
https://www.hltv.org/events/6149/telkom-vs-gaming-masters-2021,Telkom VS Gaming Masters 2021,4+,14045,4+,Sep 24th - Sep 26,24.09.2021,26.09.2021
https://www.hltv.org/events/6153/uesf-parimatch-championship-of-ukraine-2021,UESF Parimatch Championship of Ukraine 2021,6+,5128,6+,Sep 23rd - Sep 26,23.09.2021,26.09.2021
